Section Index,Minimum Magnitude
217,6.855476796464595
218,6.855476796464595
219,6.855476796464595
220,6.855476796464595
221,6.855476796464595
222,6.855476796464595
223,6.855476796464595
224,6.855476796464595
225,6.855476796464595
226,6.855476796464595
227,6.855476796464595
228,6.855476796464595
229,6.855476796464595
230,6.855476796464595
231,6.855476796464595
232,6.855476796464595
233,6.855476796464595
234,6.855476796464595
235,6.855476796464595
236,6.855476796464595
237,6.855476796464595
238,6.855476796464595
239,6.855476796464595
240,6.855476796464595
241,6.855476796464595
242,6.855476796464595
243,6.855476796464595
244,6.855476796464595
245,6.855476796464595
246,6.855476796464595
247,6.855476796464595
248,6.855476796464595
249,6.855476796464595
250,6.855476796464595
251,6.855476796464595
252,6.855476796464595
253,6.855476796464595
254,6.855476796464595
255,6.855476796464595
256,6.855476796464595
257,6.855476796464595
258,6.855476796464595
259,6.855476796464595
260,6.855476796464595
261,6.855476796464595
262,6.855476796464595
263,6.855476796464595
264,6.855476796464595
265,6.855476796464595
266,6.855476796464595
267,6.855476796464595
268,6.855476796464595
269,6.855476796464595
270,6.855476796464595
271,6.855476796464595
272,6.855476796464595
273,6.855476796464595
274,6.855476796464595
275,6.855476796464595
276,6.855476796464595
277,6.855476796464595
278,6.855476796464595
279,6.855476796464595
280,6.855476796464595
281,6.855476796464595
282,6.855476796464595
283,6.855476796464595
284,6.855476796464595
285,6.855476796464595
286,6.855476796464595
287,6.855476796464595
288,6.855476796464595
289,6.855476796464595
290,6.855476796464595
291,6.855476796464595
292,6.855476796464595
293,6.855476796464595
294,6.855476796464595
295,6.855476796464595
296,6.855476796464595
297,6.855476796464595
298,6.855476796464595
299,6.855476796464595
300,6.855476796464595
301,6.855476796464595
302,6.855476796464595
303,6.855476796464595
304,6.855476796464595
305,6.855476796464595
306,6.855476796464595
307,6.855476796464595
308,6.855476796464595
309,6.855476796464595
310,6.855476796464595
311,6.855476796464595
312,6.855476796464595
313,6.855476796464595
314,6.855476796464595
315,6.855476796464595
316,6.855476796464595
317,6.855476796464595
318,6.855476796464595
319,6.855476796464595
320,6.855476796464595
321,6.855476796464595
322,6.855476796464595
323,6.855476796464595
324,6.855476796464595
325,6.855476796464595
326,6.855476796464595
327,6.855476796464595
328,6.855476796464595
329,6.855476796464595
330,6.855476796464595
331,6.855476796464595
332,6.855476796464595
333,6.855476796464595
334,6.855476796464595
335,6.855476796464595
336,6.855476796464595
337,6.855476796464595
338,6.855476796464595
339,6.855476796464595
340,6.855476796464595
341,6.855476796464595
342,6.855476796464595
343,6.855476796464595
344,6.855476796464595
345,6.855476796464595
346,6.855476796464595
347,6.855476796464595
348,6.855476796464595
349,6.855476796464595
350,6.855476796464595
351,6.855476796464595
352,6.855476796464595
353,6.855476796464595
354,6.855476796464595
355,6.855476796464595
356,6.855476796464595
357,6.855476796464595
358,6.855476796464595
359,6.855476796464595
360,6.855476796464595
361,6.855476796464595
362,6.855476796464595
363,6.855476796464595
364,6.855476796464595
365,6.855476796464595
366,6.855476796464595
367,6.855476796464595
368,6.855476796464595
369,6.855476796464595
370,6.855476796464595
371,6.855476796464595
372,6.855476796464595
373,6.855476796464595
374,6.855476796464595
375,6.855476796464595
376,6.855476796464595
377,6.855476796464595
378,6.855476796464595
379,6.855476796464595
380,6.855476796464595
381,6.855476796464595
382,6.855476796464595
383,6.855476796464595
384,6.855476796464595
385,6.855476796464595
386,6.855476796464595
387,6.855476796464595
388,6.855476796464595
389,6.855476796464595
390,6.855476796464595
391,6.855476796464595
392,6.855476796464595
393,6.855476796464595
394,6.855476796464595
395,6.855476796464595
396,6.855476796464595
397,6.855476796464595
398,6.855476796464595
399,6.855476796464595
400,6.855476796464595
401,6.855476796464595
402,6.855476796464595
403,6.855476796464595
404,6.855476796464595
405,6.855476796464595
406,6.855476796464595
407,6.855476796464595
408,6.855476796464595
409,6.855476796464595
410,6.855476796464595
411,6.855476796464595
412,6.855476796464595
413,6.855476796464595
414,6.855476796464595
415,6.855476796464595
416,6.855476796464595
417,6.855476796464595
418,6.855476796464595
419,6.855476796464595
420,6.855476796464595
421,6.855476796464595
422,6.855476796464595
423,6.855476796464595
424,6.855476796464595
425,6.855476796464595
426,6.855476796464595
427,6.855476796464595
428,6.855476796464595
429,6.855476796464595
430,6.855476796464595
431,6.855476796464595
432,6.855476796464595
433,6.855476796464595
434,6.855476796464595
435,6.855476796464595
436,6.855476796464595
437,6.855476796464595
438,6.855476796464595
439,6.855476796464595
440,6.855476796464595
441,6.855476796464595
442,6.855476796464595
443,6.855476796464595
444,6.855476796464595
445,6.855476796464595
446,6.855476796464595
447,6.855476796464595
448,6.855476796464595
449,6.855476796464595
450,6.855476796464595
451,6.855476796464595
